ticker,company,snapshot,n_results,n_matched,n_ai_builder,n_ai_user,n_ai_leader,builder_rate,ai_rate
NEM,Newmont,2026-07,25,11,5,1,1,0.45454545454545453,0.6363636363636364
NFLX,Netflix,2026-07,60,39,34,0,1,0.8717948717948718,0.8974358974358975
NI,NiSource,2026-07,25,11,2,1,1,0.18181818181818182,0.36363636363636365
NKE,Nike Inc.,2026-07,53,28,17,0,7,0.6071428571428571,0.8571428571428571
NOC,Northrop Grumman,2026-07,51,37,14,3,3,0.3783783783783784,0.5405405405405406
NOW,ServiceNow,2026-07,52,20,10,2,5,0.5,0.85
NRG,NRG Energy,2026-07,25,17,9,1,4,0.5294117647058824,0.8235294117647058
NSC,Norfolk Southern,2026-07,25,13,5,1,2,0.38461538461538464,0.6153846153846154
NTAP,NetApp,2026-07,25,7,3,2,0,0.42857142857142855,0.7142857142857143
NTRS,Northern Trust,2026-07,25,16,11,0,2,0.6875,0.8125
NUE,Nucor,2026-07,25,10,3,0,0,0.3,0.3
NVDA,Nvidia,2026-07,60,34,31,0,0,0.9117647058823529,0.9117647058823529
NVR,NVR Inc.,2026-07,25,0,0,0,0,,
NWSA,News Corp,2026-07,25,1,0,0,0,0.0,0.0
NXPI,NXP Semiconductors,2026-07,25,19,10,1,2,0.5263157894736842,0.6842105263157895
O,Realty Income,2026-07,25,8,2,1,1,0.25,0.5
ODFL,Old Dominion,2026-07,24,1,0,0,0,0.0,0.0
ODP,Office Depot,2026-07,25,9,1,0,0,0.1111111111111111,0.1111111111111111
OKE,Oneok,2026-07,25,13,1,1,1,0.07692307692307693,0.23076923076923078
OMC,Omnicom Group,2026-07,24,13,9,0,3,0.6923076923076923,0.9230769230769231
ON,ON Semiconductor,2026-07,25,5,4,0,1,0.8,1.0
ORCL,Oracle Corporation,2026-07,51,24,19,2,1,0.7916666666666666,0.9166666666666666
ORLY,OReilly Automotive,2026-07,25,13,2,1,2,0.15384615384615385,0.38461538461538464
OTIS,Otis Worldwide,2026-07,25,3,1,1,1,0.3333333333333333,1.0
OXY,Occidental Petroleum,2026-07,25,1,1,0,0,1.0,1.0
PANW,Palo Alto Networks,2026-07,49,37,21,3,3,0.5675675675675675,0.7297297297297297
PAYC,Paycom,2026-07,24,12,5,2,0,0.4166666666666667,0.5833333333333334
PAYX,Paychex,2026-07,25,19,9,0,2,0.47368421052631576,0.5789473684210527
PCAR,Paccar,2026-07,25,14,7,0,3,0.5,0.7142857142857143
PCG,PG&E Corporation,2026-07,25,13,12,0,0,0.9230769230769231,0.9230769230769231
PEG,Public Service Enterprise Group,2026-07,25,10,3,1,0,0.3,0.4
PEP,PepsiCo,2026-07,25,4,3,0,0,0.75,0.75
PFE,Pfizer,2026-07,57,14,10,3,1,0.7142857142857143,1.0
PFG,Principal Financial Group,2026-07,25,8,4,0,2,0.5,0.75
PG,Procter & Gamble,2026-07,25,23,15,0,7,0.6521739130434783,0.9565217391304348
PGR,Progressive Corporation,2026-07,25,15,14,1,0,0.9333333333333333,1.0
PH,Parker Hannifin,2026-07,24,0,0,0,0,,
PHM,PulteGroup,2026-07,25,8,2,0,2,0.25,0.5
PKG,Packaging Corporation of America,2026-07,25,5,1,0,0,0.2,0.2
PLD,Prologis,2026-07,25,9,4,3,1,0.4444444444444444,0.8888888888888888
PLTR,Palantir Technologies,2026-07,25,8,1,3,0,0.125,0.5
PM,Philip Morris International,2026-07,25,1,0,0,0,0.0,0.0
PNC,PNC Financial,2026-07,25,22,17,0,2,0.7727272727272727,0.8636363636363636
PNR,Pentair,2026-07,25,3,0,0,0,0.0,0.0
PNW,Pinnacle West Capital,2026-07,25,0,0,0,0,,
PODD,Insulet Corporation,2026-07,25,9,4,0,2,0.4444444444444444,0.6666666666666666
POOL,Pool Corporation,2026-07,25,1,0,0,0,0.0,0.0
PPG,PPG Industries,2026-07,52,20,3,0,1,0.15,0.2
PPL,PPL Corporation,2026-07,25,12,4,1,1,0.3333333333333333,0.5
PRU,Prudential Financial,2026-07,51,23,13,0,2,0.5652173913043478,0.6521739130434783
PSA,Public Storage,2026-07,25,10,1,3,1,0.1,0.5
PSKY,Paramount Skydance Corporation,2026-07,48,14,7,1,1,0.5,0.6428571428571429
PSX,Phillips 66,2026-07,25,1,0,0,0,0.0,0.0
PTC,PTC Inc.,2026-07,25,6,1,2,0,0.16666666666666666,0.5
PWR,Quanta Services,2026-07,25,0,0,0,0,,
PYPL,PayPal,2026-07,25,18,12,0,4,0.6666666666666666,0.8888888888888888
Q,Qnity Electronics,2026-07,25,12,0,0,0,0.0,0.0
QCOM,Qualcomm,2026-07,25,11,6,0,3,0.5454545454545454,0.8181818181818182
RAD,Rite Aid,2026-07,25,0,0,0,0,,
RCL,Royal Caribbean Group,2026-07,25,16,8,3,4,0.5,0.9375
REG,Regency Centers,2026-07,25,5,0,1,0,0.0,0.2
REGN,Regeneron Pharmaceuticals,2026-07,60,49,13,5,4,0.2653061224489796,0.4489795918367347
RF,Regions Financial Corporation,2026-07,25,6,1,0,0,0.16666666666666666,0.16666666666666666
RJF,Raymond James Financial,2026-07,24,12,4,3,1,0.3333333333333333,0.6666666666666666
RL,Ralph Lauren Corporation,2026-07,51,15,0,0,0,0.0,0.0
RMD,ResMed,2026-07,25,14,7,1,3,0.5,0.7857142857142857
ROK,Rockwell Automation,2026-07,25,19,12,2,1,0.631578947368421,0.7894736842105263
ROL,Rollins Inc.,2026-07,25,6,1,0,0,0.16666666666666666,0.16666666666666666
ROP,Roper Technologies,2026-07,25,0,0,0,0,,
ROST,Ross Stores,2026-07,25,4,0,0,0,0.0,0.0
RSG,Republic Services,2026-07,25,8,6,0,1,0.75,0.875
RTX,RTX Corporation,2026-07,25,16,3,0,1,0.1875,0.25
RVTY,Revvity,2026-07,53,25,8,0,0,0.32,0.32
SATS,EchoStar,2026-07,25,2,0,0,0,0.0,0.0
SBAC,SBA Communications,2026-07,25,6,2,1,0,0.3333333333333333,0.5
SBUX,Starbucks,2026-07,25,0,0,0,0,,
SCHW,Charles Schwab Corporation,2026-07,25,24,13,3,6,0.5416666666666666,0.9166666666666666
SFM,Sprouts Farmers Market,2026-07,25,15,1,0,1,0.06666666666666667,0.13333333333333333
SHW,Sherwin-Williams,2026-07,25,14,8,2,3,0.5714285714285714,0.9285714285714286
SJM,J.M. Smucker Company,2026-07,24,1,0,0,0,0.0,0.0
SLB,Schlumberger,2026-07,25,10,8,0,2,0.8,1.0
SMCI,Supermicro,2026-07,24,8,1,1,3,0.125,0.625
SNA,Snap-on,2026-07,25,8,1,0,2,0.125,0.375
SNDK,Sandisk,2026-07,25,3,1,0,0,0.3333333333333333,0.3333333333333333
SNPS,Synopsys,2026-07,25,9,5,0,1,0.5555555555555556,0.6666666666666666
SO,Southern Company,2026-07,25,11,9,0,0,0.8181818181818182,0.8181818181818182
SOLV,Solventum,2026-07,59,28,6,2,2,0.21428571428571427,0.35714285714285715
SPG,Simon Property Group,2026-07,25,14,1,0,1,0.07142857142857142,0.14285714285714285
SPGI,S&P Global,2026-07,53,9,7,1,1,0.7777777777777778,1.0
SRE,Sempra,2026-07,25,9,1,1,2,0.1111111111111111,0.4444444444444444
STE,Steris,2026-07,25,14,0,0,0,0.0,0.0
STLD,Steel Dynamics,2026-07,25,5,1,0,0,0.2,0.2
STT,State Street Corporation,2026-07,25,4,2,0,0,0.5,0.5
STX,Seagate Technology,2026-07,50,25,13,4,3,0.52,0.8
STZ,Constellation Brands,2026-07,25,0,0,0,0,,
SW,Smurfit Westrock,2026-07,25,19,5,3,2,0.2631578947368421,0.5263157894736842
SWK,Stanley Black & Decker,2026-07,34,7,0,1,1,0.0,0.2857142857142857
SWKS,Skyworks Solutions,2026-07,25,16,4,0,2,0.25,0.375
SYF,Synchrony Financial,2026-07,25,6,2,0,1,0.3333333333333333,0.5
SYK,Stryker Corporation,2026-07,52,22,11,0,4,0.5,0.6818181818181818
SYY,Sysco,2026-07,24,5,2,2,0,0.4,0.8
T,AT&T,2026-07,25,1,1,0,0,1.0,1.0
TAP,Molson Coors Beverage Company,2026-07,25,3,0,0,0,0.0,0.0
TDG,TransDigm Group,2026-07,25,0,0,0,0,,
TDY,Teledyne Technologies,2026-07,25,0,0,0,0,,
TECH,Bio-Techne,2026-07,25,1,0,0,0,0.0,0.0
TEL,TE Connectivity,2026-07,25,12,7,0,2,0.5833333333333334,0.75
TER,Teradyne,2026-07,25,3,2,0,0,0.6666666666666666,0.6666666666666666
TFC,Truist Financial,2026-07,25,20,14,0,3,0.7,0.85
TGT,Target Corporation,2026-07,54,25,20,0,4,0.8,0.96
TJX,TJX Companies,2026-07,53,12,2,1,0,0.16666666666666666,0.25
TKO,TKO Group Holdings,2026-07,25,3,2,0,0,0.6666666666666666,0.6666666666666666
TMO,Thermo Fisher Scientific,2026-07,53,31,19,5,5,0.6129032258064516,0.9354838709677419
TMUS,T-Mobile US,2026-07,25,4,1,2,0,0.25,0.75
TPL,Texas Pacific Land Corporation,2026-07,25,0,0,0,0,,
TPR,Tapestry Inc.,2026-07,51,20,1,0,0,0.05,0.05
TRGP,Targa Resources,2026-07,25,16,0,0,0,0.0,0.0
TRMB,Trimble Inc.,2026-07,25,9,2,4,1,0.2222222222222222,0.7777777777777778
TROW,T. Rowe Price,2026-07,59,23,14,0,2,0.6086956521739131,0.6956521739130435
TRV,Travelers Companies,2026-07,52,23,15,0,6,0.6521739130434783,0.9130434782608695
TSCO,Tractor Supply,2026-07,25,14,4,0,3,0.2857142857142857,0.5
TSLA,Tesla Inc.,2026-07,25,16,12,0,2,0.75,0.875
TSN,Tyson Foods,2026-07,24,2,0,0,0,0.0,0.0
TT,Trane Technologies,2026-07,24,2,1,0,0,0.5,0.5
TTD,Trade Desk,2026-07,25,2,0,0,1,0.0,0.5
TTWO,Take-Two Interactive,2026-07,25,5,2,0,0,0.4,0.4
TXN,Texas Instruments,2026-07,25,11,6,2,1,0.5454545454545454,0.8181818181818182
TXT,Textron,2026-07,25,1,1,0,0,1.0,1.0
TYL,Tyler Technologies,2026-07,24,4,1,0,0,0.25,0.25
UAL,United Airlines Holdings,2026-07,25,2,1,0,1,0.5,1.0
UBER,Uber,2026-07,25,6,4,1,0,0.6666666666666666,0.8333333333333334
UDR,UDR Inc.,2026-07,25,0,0,0,0,,
UHS,Universal Health Services,2026-07,25,0,0,0,0,,
ULTA,Ulta Beauty,2026-07,50,25,10,1,4,0.4,0.6
UNH,UnitedHealth Group,2026-07,58,51,40,4,6,0.7843137254901961,0.9803921568627451
UNP,Union Pacific Corporation,2026-07,25,13,2,0,0,0.15384615384615385,0.15384615384615385
UPS,UPS,2026-07,25,15,10,0,4,0.6666666666666666,0.9333333333333333
URI,United Rentals,2026-07,25,8,3,1,1,0.375,0.625
USB,U.S. Bancorp,2026-07,25,15,12,1,1,0.8,0.9333333333333333
V,Visa Inc.,2026-07,53,14,8,2,0,0.5714285714285714,0.7142857142857143
VEEV,Veeva Systems,2026-07,51,20,4,1,0,0.2,0.25
VICI,Vici Properties,2026-07,25,1,0,0,0,0.0,0.0
VLO,Valero Energy,2026-07,25,12,4,1,0,0.3333333333333333,0.4166666666666667
VLTO,Veralto,2026-07,53,11,1,2,0,0.09090909090909091,0.2727272727272727
VMC,Vulcan Materials Company,2026-07,25,12,2,0,1,0.16666666666666666,0.25
VRSK,Verisk Analytics,2026-07,24,13,8,0,3,0.6153846153846154,0.8461538461538461
VRSN,Verisign,2026-07,25,7,0,0,0,0.0,0.0
VRT,Vertiv,2026-07,24,3,0,0,1,0.0,0.3333333333333333
VRTX,Vertex Pharmaceuticals,2026-07,25,4,1,0,1,0.25,0.5
VST,Vistra Corp.,2026-07,25,1,0,0,0,0.0,0.0
VTR,Ventas,2026-07,25,2,1,0,0,0.5,0.5
VTRS,Viatris,2026-07,25,4,2,0,0,0.5,0.5
VZ,Verizon,2026-07,59,22,14,1,5,0.6363636363636364,0.9090909090909091
W,Wayfair,2026-07,59,23,17,1,3,0.7391304347826086,0.9130434782608695
WAB,Wabtec,2026-07,50,1,0,0,0,0.0,0.0
WAT,Waters Corporation,2026-07,25,1,0,0,0,0.0,0.0
WBA,Walgreens,2026-07,25,12,6,0,3,0.5,0.75
WBD,Warner Bros. Discovery,2026-07,53,33,14,2,3,0.42424242424242425,0.5757575757575758
WDAY,Workday Inc.,2026-07,60,31,20,3,4,0.6451612903225806,0.8709677419354839
WDC,Western Digital,2026-07,25,6,1,0,1,0.16666666666666666,0.3333333333333333
WEC,WEC Energy Group,2026-07,25,6,0,0,0,0.0,0.0
WELL,Welltower,2026-07,25,6,5,0,1,0.8333333333333334,1.0
WFC,Wells Fargo,2026-07,58,13,3,2,5,0.23076923076923078,0.7692307692307693
WM,Waste Management,2026-07,25,7,0,3,1,0.0,0.5714285714285714
WMB,Williams Companies,2026-07,25,8,4,1,0,0.5,0.625
WMT,Walmart,2026-07,49,40,38,1,0,0.95,0.975
WOOF,Petco,2026-07,25,1,0,0,0,0.0,0.0
WRB,W. R. Berkley Corporation,2026-07,25,8,5,1,1,0.625,0.875
WSM,Williams-Sonoma,2026-07,25,2,0,0,0,0.0,0.0
WST,West Pharmaceutical Services,2026-07,25,8,2,0,2,0.25,0.5
WTW,Willis Towers Watson,2026-07,25,0,0,0,0,,
WY,Weyerhaeuser,2026-07,25,6,2,0,1,0.3333333333333333,0.5
WYNN,Wynn Resorts,2026-07,25,13,3,2,1,0.23076923076923078,0.46153846153846156
XEL,Xcel Energy,2026-07,25,11,6,2,1,0.5454545454545454,0.8181818181818182
XOM,Exxon Mobil,2026-07,25,1,1,0,0,1.0,1.0
XYL,Xylem Inc.,2026-07,25,3,0,1,1,0.0,0.6666666666666666
XYZ,Block Inc.,2026-07,54,12,6,2,0,0.5,0.6666666666666666
YUM,Yum! Brands,2026-07,25,1,1,0,0,1.0,1.0
ZBH,Zimmer Biomet,2026-07,24,4,1,0,2,0.25,0.75
ZBRA,Zebra Technologies,2026-07,52,17,7,1,0,0.4117647058823529,0.47058823529411764
ZTS,Zoetis,2026-07,24,7,4,0,0,0.5714285714285714,0.5714285714285714
